467	1333	ᖃᖓᒃᑯᑦ
468	1332	ᑲᑎᒪᔨᐅᔪᑦ
469	1328	ᒐᕙᒪᒃᑯᖏᑕ
470	1324	ᒪᓕᓪᓗᒋᑦ
471	1324	ᑖᒃᓱᒧᖓ
472	1324	ᑮᓇᐅᔭᖅ
473	1318	ᐃᓪᓗᐃᑦ
474	1317	ᑯᐊᒃ
475	1312	ᑕᓪᓕᒪᓄᑦ
476	1309	ᐃᓄᓕᕆᔨᒃᑯᓐᓄᑦ
477	1307	ᖃᓄᑐᐃᓐᓇᖅ
478	1304	ᒪᓕᒐᓕᐅᖅᑎᒧᑦ
479	1304	ᑕᒪᒃᑯᐊᓗ
480	1303	ᐋᓐᓂᐊᖅᑐᓕᕆᔨᒃᑯᑦ
481	1296	ᒪᓕᒐᕐᒥᒃ
482	1281	ᓄᓇᓕᐅᔪᓂ
483	1277	ᑕᐃᕕᑎ
484	1277	ᐃᓕᓐᓂᐊᖅᑎᓄᑦ
485	1276	ᓇᓄᐃᑦ
486	1275	ᐊᕐᕌᒍᒧᑦ
487	1273	ᓯᕗᓕᖅᑏ
488	1268	ᐊᐱᕆᒻᒪᑦ
489	1265	ᔩᓂ
490	1263	ᒪᓕᒐᓕᐅᕐᕕᖓ
491	1259	ᐅᖃᓕᒫᖅᑕᐅᖁᓪᓗᒍ
492	1257	ᓯᕗᓂᑦᑎᓐᓂ
493	1256	ᐄᑐᐊᖅ
494	1256	ᐊᑭᑐᔪᖅᑐᕈᑎᒃᓴᐃᑦ
495	1254	ᑖᒻᓇ
496	1250	ᓈᓴᐅᑖ
497	1244	ᐆᒥᖓ
498	1239	ᐃᒻᒥᓂᒃ
499	1230	ᓄᕕᐱᕆ
500	1222	ᒐᕙᒪᑐᖃᒃᑯᓐᓂᑦ
501	1219	ᐊᑐᐊᒐᖅ
502	1218	ᐅᑎᕐᓗᑕ
503	1212	ᐊᓯᐊᓄᑦ
504	1209	ᖃᐅᔨᒪᔭᑐᖃᖏᑦ
505	1209	ᐱᑯ
506	1207	ᑎᑎᖅᑲᓂᒃ
507	1203	ᐊᑖᓂ
508	1203	ᒪᓕᒐᓕᐅᖅᑎᐅᔪᑦ
509	1202	ᐃᓕᓴᐃᔩᑦ
510	1200	ᐃᖅᑲᓇᐃᔮᑦ
511	1198	ᑕᐅᕙᓂ
512	1189	ᐸᑎᖅ
513	1183	ᑲᑎᒪᔾᔪᑎᔅᓴᕗᑦ
514	1177	ᐃᓕᓐᓂᐊᖅᑐᓕᕆᔨᒃᑯᓐᓄᑦ
515	1177	ᑲᑐᔾᔨᖃᑎᒌᖏᑦ
516	1177	ᐃᒪᐃᒻᒪ
517	1171	ᐃᒃᓯᕙᐅᑕᐅᑉ
518	1169	ᑐᖏᓕᖓ
519	1167	ᒪᓕᒐᓕᐅᕐᕕᒃ
520	1167	ᐃᓄᑦᑎᑐᑦ
521	1166	ᒥᓂᔅᑕᖓ
522	1164	ᐋᓐᓂᐊᖃᕐᓇᖏᑦᑐᓕᕆᓂᕐᒧᑦ
523	1161	ᐊᑕᐅᓯᕐᒧᑦ
524	1147	ᑲᑎᒪᔨᑐᐃᓐᓇᐃᑦ
525	1146	ᐃᖅᓱᒃᑎ
526	1145	ᒐᕙᒪᒃᑯᖏᓐᓂᑦ
527	1142	ᒫᓂ
528	1140	ᐊᐅᓚᓂᖏᓐᓄᑦ
529	1136	ᐊᑏ
530	1134	ᕿᑎᕐᒥᐅᑦ
531	1133	ᐋᓐᓂᐊᖃᕐᓇᓐᖏᑦᑐᓕᕆᓂᕐᒧᑦ
532	1132	ᖃᐅᔨᒃᑲᐃᒍᑦ
533	1131	ᑎᑎᖅᑲᖅ
534	1130	ᐊᓐᑐ
535	1128	ᐅᐊᑦᑎᐊᕈ
536	1119	ᐋᓐᓂᐊᖃᕐᓇᓐᖏᑦᑐᓕᕆᔨᒃᑯᑦ
537	1117	ᒪᓕᒐᓕᕆᔨᒃᑯᑦ
538	1116	ᒪᒃᐱᒐᖅ
539	1116	ᕿᔪᒃᑖᖅ
540	1112	ᐃᓐᓇᑐᖃᐃᑦ
541	1112	ᐊᒻᒪᓗᒃᑕᐅᖅ
542	1111	ᑐᒃᓯᐊᕐᓂᕐᒧᑦ
543	1106	ᐃᓄᓕᕆᔨᒃᑯᓪᓗ
544	1106	ᐋᓚᓐ
545	1104	ᑕᓐᓇ
546	1103	ᐅᑯᓂᖓ
547	1102	ᖃᒪᓂᑦᑐᐊᕐᒥ
548	1101	ᖃᓄᕐᓗ
549	1100	ᑭᓯᐊᓂᑦᑕᐅᖅ
550	1096	ᑕᒪᔾᔭ
551	1095	ᐅᑐᐱᕆ
552	1093	ᐊᕐᕌᒍᑦ
553	1090	ᐅᓪᓗᖅ
554	1090	ᕼᐃᒃᔅ
